0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.570796326795e+00	0.000000000000e+00	0.000000000000e+00
5.000000000000e-02	1.549863325923e-04	7.873645459950e-02	1.566859493896e+00	0.000000000000e+00	0.000000000000e+00
1.000000000000e-01	6.199429282905e-04	1.574716888916e-01	1.562922660996e+00	0.000000000000e+00	0.000000000000e+00
1.500000000000e-01	1.394862580903e-03	2.362044825877e-01	1.558985828097e+00	0.000000000000e+00	0.000000000000e+00
2.000000000000e-01	2.479733280236e-03	3.149336154372e-01	1.555048995198e+00	0.000000000000e+00	0.000000000000e+00
2.500000000000e-01	3.874538212276e-03	3.936578672460e-01	1.551112162299e+00	0.000000000000e+00	0.000000000000e+00
3.000000000000e-01	5.579255759451e-03	4.723760178960e-01	1.547175329399e+00	0.000000000000e+00	0.000000000000e+00
3.500000000000e-01	7.593859500972e-03	5.510868473632e-01	1.543238496500e+00	0.000000000000e+00	0.000000000000e+00
4.000000000000e-01	9.918318213231e-03	6.297891357376e-01	1.539301663601e+00	0.000000000000e+00	0.000000000000e+00
4.500000000000e-01	1.255259587030e-02	7.084816632411e-01	1.535364830702e+00	0.000000000000e+00	0.000000000000e+00
5.000000000000e-01	1.549665164447e-02	7.871632102471e-01	1.531427997803e+00	0.000000000000e+00	0.000000000000e+00
5.500000000000e-01	1.875043990690e-02	8.658325572992e-01	1.527491164903e+00	0.000000000000e+00	0.000000000000e+00
6.000000000000e-01	2.231391022832e-02	9.444884851301e-01	1.523554332004e+00	0.000000000000e+00	0.000000000000e+00
6.500000000000e-01	2.618700737982e-02	1.023129774680e+00	1.519617499105e+00	0.000000000000e+00	0.000000000000e+00
7.000000000000e-01	3.036967133368e-02	1.101755207117e+00	1.515680666206e+00	0.000000000000e+00	0.000000000000e+00
7.500000000000e-01	3.486183726432e-02	1.180363563854e+00	1.511743833306e+00	0.000000000000e+00	0.000000000000e+00
8.000000000000e-01	3.966343554931e-02	1.258953626570e+00	1.507807000407e+00	0.000000000000e+00	0.000000000000e+00
8.500000000000e-01	4.477439177044e-02	1.337524177224e+00	1.503870167508e+00	0.000000000000e+00	0.000000000000e+00
9.000000000000e-01	5.019462671488e-02	1.416073998082e+00	1.499933334609e+00	0.000000000000e+00	0.000000000000e+00
9.500000000000e-01	5.592405637640e-02	1.494601871728e+00	1.495996501709e+00	0.000000000000e+00	0.000000000000e+00
1.000000000000e+00	6.196259195665e-02	1.573106581089e+00	1.492059668810e+00	0.000000000000e+00	0.000000000000e+00
1.050000000000e+00	6.831013986660e-02	1.651586909447e+00	1.488122835911e+00	0.000000000000e+00	0.000000000000e+00
1.100000000000e+00	7.496660172793e-02	1.730041640465e+00	1.484186003012e+00	0.000000000000e+00	0.000000000000e+00
1.150000000000e+00	8.193187437457e-02	1.808469558202e+00	1.480249170112e+00	0.000000000000e+00	0.000000000000e+00
1.200000000000e+00	8.920584985433e-02	1.886869447133e+00	1.476312337213e+00	0.000000000000e+00	0.000000000000e+00
1.250000000000e+00	9.678841543052e-02	1.965240092167e+00	1.472375504314e+00	0.000000000000e+00	0.000000000000e+00
1.300000000000e+00	1.046794535837e-01	2.043580278665e+00	1.468438671415e+00	0.000000000000e+00	0.000000000000e+00
1.350000000000e+00	1.128788420137e-01	2.121888792461e+00	1.464501838516e+00	0.000000000000e+00	0.000000000000e+00
1.400000000000e+00	1.213864536410e-01	2.200164419882e+00	1.460565005616e+00	0.000000000000e+00	0.000000000000e+00
1.450000000000e+00	1.302021566094e-01	2.278405947761e+00	1.456628172717e+00	0.000000000000e+00	0.000000000000e+00
1.500000000000e+00	1.393258142875e-01	2.356612163461e+00	1.452691339818e+00	0.000000000000e+00	0.000000000000e+00
1.550000000000e+00	1.487572852711e-01	2.434781854894e+00	1.448754506919e+00	0.000000000000e+00	0.000000000000e+00
1.600000000000e+00	1.584964233853e-01	2.512913810537e+00	1.444817674019e+00	0.000000000000e+00	0.000000000000e+00
1.650000000000e+00	1.685430776867e-01	2.591006819449e+00	1.440880841120e+00	0.000000000000e+00	0.000000000000e+00
1.700000000000e+00	1.788970924659e-01	2.669059671297e+00	1.436944008221e+00	0.000000000000e+00	0.000000000000e+00
1.750000000000e+00	1.895583072499e-01	2.747071156368e+00	1.433007175322e+00	0.000000000000e+00	0.000000000000e+00
1.800000000000e+00	2.005265568044e-01	2.825040065591e+00	1.429070342422e+00	0.000000000000e+00	0.000000000000e+00
1.850000000000e+00	2.118016711366e-01	2.902965190554e+00	1.425133509523e+00	0.000000000000e+00	0.000000000000e+00
1.900000000000e+00	2.233834754974e-01	2.980845323523e+00	1.421196676624e+00	0.000000000000e+00	0.000000000000e+00
1.950000000000e+00	2.352717903849e-01	3.058679257465e+00	1.417259843725e+00	0.000000000000e+00	0.000000000000e+00
2.000000000000e+00	2.474664315464e-01	3.136465786058e+00	1.413323010825e+00	0.000000000000e+00	0.000000000000e+00
2.050000000000e+00	2.599672099816e-01	3.214203703719e+00	1.409386177926e+00	0.000000000000e+00	0.000000000000e+00
2.100000000000e+00	2.727739319456e-01	3.291891805615e+00	1.405449345027e+00	0.000000000000e+00	0.000000000000e+00
2.150000000000e+00	2.858863989515e-01	3.369528887687e+00	1.401512512128e+00	0.000000000000e+00	0.000000000000e+00
2.200000000000e+00	2.993044077743e-01	3.447113746667e+00	1.397575679229e+00	0.000000000000e+00	0.000000000000e+00
2.250000000000e+00	3.130277504529e-01	3.524645180094e+00	1.393638846329e+00	0.000000000000e+00	0.000000000000e+00
2.300000000000e+00	3.270562142944e-01	3.602121986339e+00	1.389702013430e+00	0.000000000000e+00	0.000000000000e+00
2.350000000000e+00	3.413895818768e-01	3.679542964617e+00	1.385765180531e+00	0.000000000000e+00	0.000000000000e+00
2.400000000000e+00	3.560276310525e-01	3.756906915007e+00	1.381828347632e+00	0.000000000000e+00	0.000000000000e+00
2.450000000000e+00	3.709701349516e-01	3.834212638475e+00	1.377891514732e+00	0.000000000000e+00	0.000000000000e+00
2.500000000000e+00	3.862168619859e-01	3.911458936887e+00	1.373954681833e+00	0.000000000000e+00	0.000000000000e+00
2.550000000000e+00	4.017675758518e-01	3.988644613032e+00	1.370017848934e+00	0.000000000000e+00	0.000000000000e+00
2.600000000000e+00	4.176220355347e-01	4.065768470637e+00	1.366081016035e+00	0.000000000000e+00	0.000000000000e+00
2.650000000000e+00	4.337799953119e-01	4.142829314387e+00	1.362144183135e+00	0.000000000000e+00	0.000000000000e+00
2.700000000000e+00	4.502412047572e-01	4.219825949945e+00	1.358207350236e+00	0.000000000000e+00	0.000000000000e+00
2.750000000000e+00	4.670054087444e-01	4.296757183968e+00	1.354270517337e+00	0.000000000000e+00	0.000000000000e+00
2.800000000000e+00	4.840723474513e-01	4.373621824128e+00	1.350333684438e+00	0.000000000000e+00	0.000000000000e+00
2.850000000000e+00	5.014417563635e-01	4.450418679126e+00	1.346396851538e+00	0.000000000000e+00	0.000000000000e+00
2.900000000000e+00	5.191133662791e-01	4.527146558718e+00	1.342460018639e+00	0.000000000000e+00	0.000000000000e+00
2.950000000000e+00	5.370869033121e-01	4.603804273726e+00	1.338523185740e+00	0.000000000000e+00	0.000000000000e+00
3.000000000000e+00	5.553620888974e-01	4.680390636059e+00	1.334586352841e+00	0.000000000000e+00	0.000000000000e+00
3.050000000000e+00	5.739386397945e-01	4.756904458735e+00	1.330649519942e+00	0.000000000000e+00	0.000000000000e+00
3.100000000000e+00	5.928162680923e-01	4.833344555893e+00	1.326712687042e+00	0.000000000000e+00	0.000000000000e+00
3.150000000000e+00	6.119946812134e-01	4.909709742816e+00	1.322775854143e+00	0.000000000000e+00	0.000000000000e+00
3.200000000000e+00	6.314735819185e-01	4.985998835949e+00	1.318839021244e+00	0.000000000000e+00	0.000000000000e+00
3.250000000000e+00	6.512526683114e-01	5.062210652914e+00	1.314902188345e+00	0.000000000000e+00	0.000000000000e+00
3.300000000000e+00	6.713316338431e-01	5.138344012532e+00	1.310965355445e+00	0.000000000000e+00	0.000000000000e+00
3.350000000000e+00	6.917101673173e-01	5.214397734842e+00	1.307028522546e+00	0.000000000000e+00	0.000000000000e+00
3.400000000000e+00	7.123879528945e-01	5.290370641113e+00	1.303091689647e+00	0.000000000000e+00	0.000000000000e+00
3.450000000000e+00	7.333646700972e-01	5.366261553870e+00	1.299154856748e+00	0.000000000000e+00	0.000000000000e+00
3.500000000000e+00	7.546399938150e-01	5.442069296907e+00	1.295218023848e+00	0.000000000000e+00	0.000000000000e+00
3.550000000000e+00	7.762135943095e-01	5.517792695308e+00	1.291281190949e+00	0.000000000000e+00	0.000000000000e+00
3.600000000000e+00	7.980851372193e-01	5.593430575463e+00	1.287344358050e+00	0.000000000000e+00	0.000000000000e+00
3.650000000000e+00	8.202542835655e-01	5.668981765089e+00	1.283407525151e+00	0.000000000000e+00	0.000000000000e+00
3.700000000000e+00	8.427206897566e-01	5.744445093246e+00	1.279470692251e+00	0.000000000000e+00	0.000000000000e+00
3.750000000000e+00	8.654840075939e-01	5.819819390355e+00	1.275533859352e+00	0.000000000000e+00	0.000000000000e+00
3.800000000000e+00	8.885438842772e-01	5.895103488218e+00	1.271597026453e+00	0.000000000000e+00	0.000000000000e+00
3.850000000000e+00	9.118999624099e-01	5.970296220034e+00	1.267660193554e+00	0.000000000000e+00	0.000000000000e+00
